studyarea_,veg_cl_tm,blue_mean,green_mean,red_mean,nir_mean
14,ew,61,93,89,149
14,ew,45,53,58,116
14,ew,37,73,61,132
14,ew,59,78,73,131
14,ew,43,61,61,134
14,ew,30,37,33,88
14,ew,50,82,74,156
14,ew,49,55,62,127
14,bt,61,103,94,140
14,ew,47,57,57,116
14,ew,40,59,51,106
14,ew,55,76,75,134
14,ew,51,92,79,152
14,ew,27,23,21,68
14,ew,69,95,91,149
14,ew,36,38,41,74
14,ew,57,86,85,140
14,ew,40,49,48,120
14,ew,45,83,76,148
14,wh,49,56,61,97
14,ew,44,75,65,131
14,wh,32,53,43,123
14,ew,58,93,84,134
14,ew,45,73,64,140
14,ew,38,52,47,111
14,ew,54,73,69,133
14,ew,49,64,59,122
14,ew,36,33,38,81
14,ew,43,61,61,120
14,ew,46,55,59,106
14,ew,55,84,73,137
14,ew,38,46,43,129
14,ew,48,68,66,139
14,ew,37,38,37,106
14,ew,38,48,42,101
14,ew,33,40,39,93
14,ew,27,38,34,80
14,ew,48,76,65,132
14,ew,57,67,68,117
14,ew,37,42,40,90
14,ew,58,91,89,162
14,ew,50,83,83,155
14,ew,46,73,70,146
14,bt,60,78,75,113
14,ew,39,62,57,125
14,ew,50,79,73,130
14,ew,58,83,73,122
14,ew,28,30,27,85
14,bt,55,81,82,150
14,ew,62,83,89,141
14,ew,56,85,82,147
14,ew,42,56,54,131
14,ew,45,65,65,127
14,ew,38,59,48,112
14,ew,43,56,52,115
14,ew,49,71,63,137
14,ew,60,83,76,153
14,ew,50,60,63,109
15,ew,44,54,49,128
15,ew,55,91,81,141
15,bt,35,33,30,92
15,ew,59,90,81,152
15,ew,57,81,73,139
15,dis,85,95,101,124
15,bt,48,73,66,126
15,ew,64,91,88,163
15,ew,39,45,46,123
15,ew,60,79,71,154
15,ew,36,31,34,87
15,ew,63,92,88,140
15,ew,54,77,71,150
15,ew,55,69,70,141
15,bt,26,31,25,78
15,ew,29,37,32,56
15,ew,51,71,67,118
15,ew,44,64,56,152
15,ew,49,77,63,133
15,ew,44,53,52,133
15,ew,41,54,52,127
15,ew,49,63,55,145
15,ew,49,66,64,150
15,ew,51,76,63,146
15,ew,56,85,78,126
15,bt,24,39,35,109
15,ew,46,58,52,106
15,ew,53,89,80,165
15,ew,46,56,58,116
15,bt,36,49,40,120
15,bt,45,76,56,159
15,ew,64,86,79,136
15,bt,52,78,62,147
15,ew,53,77,74,148
15,ew,44,43,41,60
15,bt,40,68,53,141
15,ew,49,60,55,133
15,bt,64,90,89,120
15,ew,38,32,37,61
15,bt,52,90,72,148
15,bt,42,61,51,150
15,ew,63,103,93,172
15,wh,57,80,79,142
15,ew,63,81,69,121
15,ew,43,43,42,111
15,bt,40,63,46,132
15,ew,29,15,13,55
15,wh,56,83,74,128
15,ew,51,61,64,118
15,ew,62,84,80,151
15,ew,46,53,51,128
15,ew,49,72,62,157
15,bt,34,49,41,123
15,wh,40,58,46,138
15,ew,49,72,66,144
15,ew,39,48,42,111
15,wh,45,52,50,109
15,wh,39,26,23,89
15,bt,56,85,72,152
15,ew,44,48,45,113
15,ew,36,33,33,41
15,wh,38,62,47,138
15,ew,34,43,42,114
15,bt,46,82,63,143
15,bt,38,60,44,148
15,ew,55,71,73,136
15,ew,46,76,69,144
15,wh,53,68,62,123
15,ew,57,85,76,159
15,ew,56,82,75,151
15,ew,56,70,68,143
15,ew,55,84,82,159
15,wh,77,104,102,119
15,bt,47,82,67,147
15,dis,83,106,107,144
15,ew,48,74,64,132
15,ew,49,63,60,94
15,ew,58,92,82,149
15,ew,30,45,40,88
15,bt,45,61,56,133
15,ew,50,78,72,155
15,ew,52,85,80,156
15,ew,41,56,54,125
15,dis,36,31,24,5
15,ew,49,69,69,126
15,bt,53,74,66,114
15,bt,38,66,49,156
15,bt,44,61,50,137
15,bt,39,62,47,137
15,bt,42,76,56,156
15,ew,42,43,43,94
15,ew,40,42,40,107
15,ew,63,88,90,146
15,ew,37,36,34,107
15,ew,41,32,33,19
15,bt,38,54,40,151
15,bt,45,73,61,133
15,bt,43,71,56,147
15,ew,34,39,38,51
15,ew,45,48,43,124
15,wh,44,66,57,121
15,ew,44,60,51,131
15,ew,63,89,78,158
15,ew,28,16,19,4
15,wh,44,67,54,117
15,wh,51,58,55,91
15,ew,51,62,54,136
15,ew,54,84,72,136
15,ew,51,78,67,153
15,ew,48,81,78,159
15,ew,52,72,64,135
15,wh,48,63,54,123
15,ew,51,69,61,133
15,ew,54,74,65,147
15,ew,52,76,82,147
15,bt,47,73,62,122
15,ew,33,37,35,104
15,bt,38,55,52,104
15,wh,57,74,64,155
15,bt,43,71,59,129
15,ew,41,66,56,122
15,dis,15,10,9,4
15,ew,47,71,63,138
15,wh,51,74,65,131
15,bt,40,61,50,121
15,ew,48,59,56,121
15,ew,64,69,70,127
15,ew,53,78,73,147
15,ew,54,74,71,150
15,bt,40,66,57,126
15,ew,37,42,37,65
15,ew,57,93,88,147
15,wh,53,70,60,121
15,ew,48,85,77,159
15,wh,32,41,36,109
15,bt,49,70,61,129
15,ew,40,59,55,97
15,ew,41,56,56,126
15,ew,51,67,65,142
15,wh,51,82,71,123
15,ew,55,79,79,154
15,ew,66,94,94,138
15,ew,56,76,76,156
15,ew,48,51,55,118
15,ew,53,77,70,150
15,wh,41,66,57,126
15,ew,38,42,39,87
15,ew,51,80,64,153
15,ew,47,74,73,155
15,ew,34,39,38,84
15,ew,40,38,41,110
15,dis,73,101,93,127
15,ew,63,83,77,131
15,bt,45,81,63,139
15,ew,54,76,64,142
15,bt,52,81,68,145
15,ew,45,65,65,149
15,ew,47,77,66,156
15,ew,58,75,74,146
15,ew,63,96,93,137
15,dis,36,25,22,4
15,ew,44,68,63,116
15,bt,53,68,62,123
15,ew,49,70,67,153
15,ew,50,64,53,132
15,ew,50,71,67,124
15,ew,58,86,80,134
15,ew,46,60,53,130
15,ew,21,22,16,37
15,ew,47,72,61,140
15,ew,36,20,24,40
15,ew,51,59,59,134
15,ew,34,40,39,111
15,ew,47,63,62,148
15,ew,40,65,63,148
15,bt,33,39,38,53
15,bt,36,49,38,106
15,ew,50,79,67,145
15,ew,40,39,38,104
15,bt,35,46,39,118
15,bt,57,85,75,158
15,bt,51,77,64,131
15,ew,49,64,53,145
15,ew,48,50,50,119
15,bt,55,74,70,155
15,bt,38,57,43,118
15,wh,43,63,56,117
15,bt,49,85,69,142
15,ew,53,56,51,116
15,wh,55,71,70,102
15,ew,47,71,67,135
15,ew,52,76,66,145
15,wh,49,73,67,124
15,bt,36,70,49,159
15,bt,53,67,59,121
15,wh,47,68,65,127
15,ew,43,74,75,146
15,bt,36,66,48,143
15,ew,50,79,67,126
15,bt,36,46,40,98
15,bt,54,82,79,133
15,bt,51,70,64,118
15,ew,53,68,69,123
15,wh,57,71,81,125
15,ew,34,44,42,113
15,ew,52,68,58,128
15,bt,47,77,69,125
15,dis,45,60,56,137
15,bt,31,36,32,84
15,ew,45,72,57,139
15,ew,41,61,57,113
15,bt,36,58,44,133
15,ew,59,88,88,121
15,ew,48,90,77,152
15,ew,49,60,59,139
15,bt,47,79,65,143
15,ew,47,69,62,144
15,ew,53,86,72,145
15,ew,47,62,55,114
15,ew,57,74,70,127
15,ew,41,50,49,96
15,wh,39,47,41,94
15,ew,63,78,74,151
15,ew,38,55,44,130
15,ew,52,67,66,119
15,bt,47,71,60,125
15,bt,39,61,46,137
15,ew,38,56,54,112
15,ew,50,86,81,141
15,ew,33,48,47,109
15,wh,50,78,71,143
15,ew,35,35,34,77
15,bt,43,68,57,149
15,bt,46,76,63,138
15,ew,42,42,41,119
15,wh,54,80,69,132
15,bt,41,68,52,154
15,ew,48,72,65,137
15,wh,40,55,49,118
15,bt,43,62,52,140
15,ew,33,38,35,59
15,bt,41,51,45,128
15,bt,53,88,71,141
15,bt,44,68,56,140
15,ew,33,50,49,108
15,ew,50,69,59,138
15,ew,31,34,29,55
15,ew,76,92,96,112
15,ew,50,64,61,141
15,ew,55,70,71,123
15,bt,54,88,75,136
15,ew,46,71,67,133
15,ew,60,86,81,116
15,ew,52,66,66,128
15,ew,57,73,65,139
16,ew,48,59,59,124
16,bt,36,47,43,114
16,ew,35,44,37,126
16,ew,53,71,63,148
16,ew,40,61,61,127
16,bt,51,89,64,164
16,ew,48,64,59,127
16,ew,37,49,41,122
16,ew,30,28,24,70
16,ttt,44,72,46,126
16,ew,61,87,81,141
16,ew,22,38,29,99
16,ew,31,26,29,65
16,ew,43,55,55,107
16,ew,54,75,75,123
16,ew,56,85,87,130
16,ew,41,59,55,124
16,ew,55,85,75,147
16,ew,42,49,48,93
16,ew,46,68,60,129
16,ew,56,81,77,131
16,ew,44,53,54,112
16,ew,44,59,60,122
16,ew,54,77,73,130
16,ew,39,54,51,130
16,ew,46,79,69,153
16,ew,48,58,57,124
16,ew,76,106,109,132
16,ew,64,88,83,141
16,ew,47,60,60,135
16,ew,45,60,59,125
16,ew,46,54,51,123
16,ew,55,93,86,148
16,ew,48,69,60,140
16,ew,39,43,39,124
16,ew,39,53,49,122
16,ew,40,46,45,116
16,ew,41,56,49,117
16,ew,38,43,39,105
16,ew,38,42,41,116
16,ew,39,59,55,140
16,ew,54,63,65,142
16,ew,40,46,42,124
16,ew,55,79,77,169
16,ew,41,54,53,135
16,ew,50,86,75,151
16,ew,51,80,80,150
16,ew,42,47,49,102
16,ew,52,56,60,123
16,ew,40,47,46,110
16,bt,42,62,50,136
16,ew,47,53,45,127
16,bt,46,92,64,154
16,ew,40,52,52,125
16,ew,54,85,82,163
16,bt,61,95,85,135
16,ew,55,88,76,145
16,dis,74,79,81,61
16,ew,54,88,81,156
16,dis,33,33,32,52
16,ew,25,19,22,35
16,bt,53,74,68,141
16,ew,41,68,64,149
16,ew,44,53,49,101
16,bt,45,52,46,110
16,ew,23,28,26,70
16,ew,44,42,42,105
16,ew,47,76,74,136
16,ew,44,56,52,115
16,bt,40,65,48,151
16,bt,40,63,54,125
16,ew,50,79,74,146
16,ew,48,68,57,114
16,ew,58,79,78,136
16,ttt,59,102,76,158
16,ew,58,77,82,143
16,ew,46,64,67,162
16,ew,54,64,57,128
16,ew,42,44,46,129
16,bt,45,54,47,117
16,bt,30,37,33,128
16,ew,50,54,57,129
16,dis,93,109,111,119
16,wh,57,80,74,123
16,bt,50,77,68,124
16,wh,54,82,72,157
16,ew,59,89,81,145
16,bt,52,85,75,149
16,dis,45,39,39,73
16,dis,111,140,143,134
16,ttt,60,112,83,164
16,ew,35,31,27,88
16,wh,49,71,57,136
16,dis,95,113,121,121
16,dis,35,32,32,4
16,bt,41,66,57,126
16,ew,51,71,68,150
16,ew,48,54,51,103
16,ew,50,81,74,132
16,ew,51,74,69,159
16,bt,43,66,55,127
16,dis,91,117,128,127
16,dis,128,138,146,142
16,dis,58,64,55,126
16,ttt,63,114,86,156
16,dis,94,122,125,114
16,dis,141,149,148,114
16,ew,55,87,85,149
16,dis,35,38,38,10
16,ttt,36,37,29,80
16,bt,39,71,51,140
16,bt,42,67,51,138
16,ew,60,87,84,159
16,bt,38,46,40,111
16,dis,165,172,172,131
16,bt,43,73,59,128
16,ew,50,63,64,105
16,dis,63,70,59,134
16,ew,54,77,79,126
16,ew,54,78,77,129
16,bt,46,69,55,133
16,ew,39,57,52,131
16,bt,46,64,56,130
16,ew,39,49,46,125
16,bt,36,58,45,137
16,bt,37,57,43,133
16,bt,66,91,85,143
16,ew,36,38,38,100
16,ew,53,76,71,133
16,ew,37,42,40,77
16,ew,40,51,50,122
16,bt,53,85,75,132
16,ew,38,53,46,130
16,ttt,49,67,56,136
16,ew,36,44,40,112
16,ew,30,35,33,69
16,bt,47,66,56,130
16,bt,62,89,83,100
16,wh,46,65,60,88
16,ew,60,91,86,157
16,bt,40,53,40,152
16,dis,72,77,75,92
16,bt,42,63,47,135
16,ew,39,72,52,144
16,bt,36,57,38,148
16,bt,45,73,60,122
16,bt,60,93,74,147
16,wh,57,83,72,121
16,bt,50,79,67,121
16,ew,38,69,58,128
16,bt,45,87,67,143
16,bt,35,67,45,162
16,bt,47,76,56,145
16,ew,56,76,77,146
16,bt,49,77,65,128
16,ew,61,80,81,133
16,bt,41,67,52,150
16,bt,37,54,43,143
16,wh,52,84,73,143
16,bt,45,68,56,136
16,bt,55,84,75,152
16,wh,52,73,62,126
16,ttt,45,67,51,128
16,bt,39,58,48,143
16,bt,56,73,63,138
16,bt,36,61,41,158
16,ttt,53,105,72,146
16,bt,42,62,51,130
16,bt,48,76,70,158
16,ew,45,67,66,154
16,bt,35,55,50,129
16,bt,42,83,68,138
16,bt,41,57,43,132
16,bt,34,66,48,147
16,ttt,64,105,78,155
16,ew,32,30,35,92
16,bt,41,48,43,106
16,ew,56,85,80,165
16,wh,56,103,81,159
16,ew,39,45,42,88
16,bt,38,66,50,146
16,wh,44,64,53,140
16,ew,49,85,77,169
16,wh,48,83,65,154
16,ttt,60,94,73,151
16,ew,36,53,49,139
16,ew,55,64,57,142
16,bt,28,18,13,40
16,ew,42,59,50,122
16,wh,44,68,55,137
16,bt,37,58,41,140
16,bt,38,69,52,140
16,ew,47,65,58,132
16,bt,38,60,50,111
16,bt,39,76,60,143
16,ew,47,68,62,151
16,ew,55,84,73,151
16,wh,43,46,46,82
16,wh,41,61,49,126
16,wh,53,93,80,143
16,ew,56,90,80,147
16,bt,38,70,49,138
16,wh,44,75,62,118
16,ew,46,63,68,118
16,bt,52,84,72,134
16,ew,38,59,53,111
16,bt,39,65,51,135
16,ew,48,71,60,113
16,bt,48,76,62,137
16,bt,36,56,42,114
16,ew,42,67,62,112
16,bt,37,63,55,118
16,ew,47,73,61,143
16,bt,34,44,38,105
16,ew,39,67,57,129
16,ew,34,47,40,100
16,wh,51,80,68,118
16,ew,31,47,41,100
16,ew,31,37,35,89
16,ew,39,52,49,100
16,ew,38,57,48,131
16,bt,38,56,49,118
16,ew,41,53,50,128
16,ew,49,79,69,154
16,bt,44,61,54,109
16,bt,44,60,55,127
17,ew,23,17,19,26
17,ew,44,46,48,101
17,ew,49,75,66,126
17,ew,61,78,77,151
17,ew,54,77,75,133
17,ew,34,39,39,90
17,ew,72,96,98,148
17,ew,31,30,25,47
17,ew,51,72,67,133
17,ew,34,38,38,89
17,ew,35,44,40,79
17,ew,49,74,67,128
17,ew,31,33,31,98
17,ew,29,32,31,66
17,ew,55,69,67,120
17,ew,44,68,61,136
17,ew,42,55,55,103
17,ew,38,50,43,116
17,ew,47,68,67,129
17,ew,30,24,24,58
17,ew,50,74,70,123
17,ew,26,24,20,43
17,ew,66,102,91,165
17,ew,32,58,49,107
17,ew,31,44,41,94
17,ew,30,30,33,77
17,ew,28,34,34,88
17,ew,47,67,67,146
17,ew,34,37,35,79
17,bt,47,64,61,134
17,ew,31,36,38,70
17,ew,25,19,18,47
17,ew,46,49,50,104
17,ew,49,69,64,122
17,ew,59,80,74,144
17,ew,30,27,30,76
17,ew,57,78,68,145
17,ew,58,68,60,135
17,ew,24,21,13,31
17,ew,36,45,40,106
17,bt,34,37,33,69
17,ew,50,75,74,111
17,ew,58,81,75,129
17,ew,57,91,71,158
17,ew,31,31,23,64
17,ew,49,70,79,94
17,ew,70,96,84,163
17,bt,38,57,49,98
17,ew,51,50,53,118
17,bt,52,75,69,115
17,ew,59,90,78,148
17,ew,50,63,64,135
17,ew,36,51,38,109
17,ew,46,64,63,126
17,ew,31,37,32,86
17,ew,65,84,79,153
17,ew,32,32,27,94
17,ew,59,81,80,143
17,ew,44,53,50,108
17,bt,36,54,42,128
17,ew,33,41,36,91
17,ew,53,67,62,102
17,wh,71,92,93,139
17,wh,9,11,9,10
17,wh,37,45,39,74
17,ew,53,82,78,147
17,ew,60,83,83,107
17,ew,61,110,79,151
17,ew,47,65,63,136
17,ew,43,65,60,124
17,ew,60,97,80,157
17,wh,42,54,48,117
17,ew,44,60,57,100
17,ew,45,43,40,102
17,ew,47,59,59,85
17,ew,35,47,44,98
17,ew,37,44,38,74
17,ew,24,19,13,32
17,wh,38,53,53,113
17,ew,30,26,24,58
17,ew,51,82,74,130
17,ew,53,77,70,135
17,ew,37,48,42,80
17,ew,32,38,38,61
17,ew,46,52,54,81
17,ew,57,79,71,137
17,ew,58,91,81,155
17,ew,37,37,36,98
17,ew,49,66,54,122
17,ew,39,64,50,123
17,ew,51,64,65,123
17,ew,43,54,47,111
17,ew,32,28,24,75
17,ew,44,47,48,96
17,ew,48,69,60,111
17,ew,39,43,43,92
17,ew,48,65,61,108
17,ew,49,76,64,123
17,ew,75,112,94,175
17,ew,27,32,31,64
17,ew,37,48,40,122
17,ew,46,57,56,99
17,ew,46,66,64,126
17,ew,48,66,63,141
17,ew,38,56,49,125
17,ew,56,83,79,122
17,ew,42,54,54,123
17,ew,48,52,52,100
17,ew,52,72,70,137
17,ew,39,50,52,57
17,ew,51,76,59,124
17,ew,55,79,72,114
17,ew,48,77,74,149
17,ew,41,44,45,106
17,ew,40,53,56,100
17,bt,51,69,63,119
17,ew,24,20,22,35
17,ew,28,31,33,37
17,ew,39,50,47,105
17,ew,49,55,58,102
17,ew,44,54,51,117
17,ew,40,36,38,86
17,ew,42,38,36,81
17,ew,35,40,38,87
17,ew,52,76,72,140
17,ew,53,70,64,136
17,ew,28,19,22,17
17,ew,53,74,76,123
17,ew,44,58,54,116
17,ew,48,63,59,123
17,ew,36,38,37,78
17,ew,75,94,93,138
17,ew,30,39,33,85
17,ew,59,74,71,144
17,ew,32,40,35,57
17,ew,47,55,52,111
17,ew,32,40,39,87
17,ew,59,80,78,133
17,ew,35,41,42,89
17,ew,51,70,70,122
17,wh,41,52,48,73
17,ew,61,87,85,146
17,ew,49,50,49,114
17,ew,40,47,45,109
17,ew,30,30,32,61
17,ew,62,103,88,167
17,ew,36,33,40,73
17,wh,44,56,52,97
17,ew,62,82,78,143
17,ew,39,40,37,107
17,ew,42,48,48,90
17,wh,36,54,46,93
17,ew,63,82,73,147
17,ew,35,34,34,106
17,bt,33,57,49,116
17,ew,44,71,72,136
17,ew,31,24,26,37
17,ew,57,87,85,147
17,ew,57,87,76,152
17,wh,30,37,31,88
17,ew,47,63,60,135
17,ew,60,95,92,156
17,ew,50,52,63,95
17,ew,38,42,40,90
17,ew,27,27,28,41
17,ew,50,63,64,126
17,ew,49,67,62,118
17,ew,40,57,47,120
17,ew,27,36,29,95
17,wh,22,14,13,9
17,wh,42,66,55,120
17,ew,28,35,32,72
17,ew,50,79,70,141
17,ew,34,52,47,78
17,ew,15,17,15,23
17,ew,45,52,48,93
17,ew,64,97,88,154
17,wh,29,27,26,23
17,ew,40,46,46,98
17,ew,46,56,62,117
17,ew,36,37,39,89
17,ew,36,39,36,79
17,ew,40,50,55,96
17,ew,68,70,82,108
17,ttt,47,73,60,135
17,ew,52,74,69,128
17,ew,44,53,48,115
17,wh,52,86,72,133
17,ew,53,79,75,146
17,ttt,43,66,53,115
17,ew,28,30,26,92
17,ew,76,92,95,101
17,ttt,53,77,71,150
17,ew,49,81,62,156
17,ew,69,91,89,124
17,ew,39,57,44,125
17,ew,31,15,15,33
17,ew,55,77,70,134
17,ew,33,52,43,125
17,ew,39,48,45,124
17,ew,48,64,57,117
17,ew,58,81,77,149
17,ew,52,75,70,135
17,ew,39,53,48,110
17,ew,41,54,45,116
17,ew,35,68,55,126
17,ew,50,63,62,116
17,ew,41,76,71,148
17,ew,37,49,44,111
17,ew,25,27,22,46
17,ew,23,19,22,45
17,ew,53,67,59,130
17,ew,40,49,46,101
17,ew,58,87,83,153
17,ew,48,78,69,143
17,ew,50,78,77,144
17,ew,51,75,70,126
17,ew,36,38,41,81
17,ew,15,7,5,3
17,wh,40,60,53,121
17,ew,64,87,80,154
17,ew,37,67,64,126
17,ew,58,83,83,120
17,ew,27,23,24,49
17,wh,35,51,45,92
17,ew,30,38,35,94
17,ew,41,60,53,129
17,ew,52,55,60,124
17,ew,32,33,32,53
17,ew,35,48,42,112
17,ew,59,89,84,149
17,ew,32,39,35,67
17,ew,49,68,59,129
17,ew,30,31,29,60
17,bt,35,49,43,96
17,ew,34,44,42,116
17,ew,54,55,60,100
17,ew,44,58,55,111
17,wh,25,20,16,27
17,ew,37,47,41,103
17,ew,34,48,41,114
17,ew,35,43,41,87
17,ew,42,64,54,123
17,ew,33,37,38,69
17,bt,34,58,46,121
17,ew,45,59,61,129
17,ew,25,36,32,94
17,bt,38,60,49,121
17,bt,39,69,54,128
17,bt,46,67,59,114
18,ew,42,62,52,129
18,ew,66,88,84,121
18,ew,58,82,76,157
18,bt,23,18,17,12
18,ew,54,76,61,147
18,ew,57,64,62,110
18,ew,45,59,53,116
18,ew,59,82,67,149
18,ew,59,85,82,138
18,ew,27,24,21,75
18,ew,53,71,66,132
18,ew,71,86,87,110
18,wh,54,77,71,122
18,ew,64,98,83,156
18,ew,47,76,68,131
18,wh,43,77,54,148
18,bt,36,49,41,119
18,ew,30,26,28,54
18,ew,65,58,64,93
18,ew,49,79,71,156
18,wh,49,79,67,135
18,wh,42,58,47,131
18,ew,52,65,62,103
18,ew,44,48,48,113
18,bt,57,77,74,104
18,wh,44,69,66,96
18,ew,52,72,69,148
18,ew,52,78,66,139
18,bt,44,66,59,118
18,wh,44,57,54,79
18,ew,38,51,47,116
18,ew,51,53,57,89
18,ew,13,20,16,61
18,ew,62,93,87,137
18,bt,39,63,50,126
18,wh,43,63,63,99
18,bt,44,70,57,138
18,bt,43,74,62,129
18,wh,44,68,59,103
18,wh,23,18,15,13
18,bt,60,88,79,126
18,ew,70,97,95,147
18,bt,52,95,81,148
18,wh,43,68,56,117
18,bt,50,78,67,128
18,wh,67,94,87,134
18,ew,53,56,58,108
18,ew,67,90,84,144
18,bt,44,63,53,135
18,ew,70,86,89,117
18,bt,47,74,59,132
18,ew,59,74,78,93
18,ew,39,35,36,91
18,bt,48,85,66,138
18,ew,91,121,121,150
18,ew,47,67,68,118
18,wh,56,74,68,111
18,wh,44,60,54,91
18,ew,48,69,59,121
18,ew,68,82,83,120
18,ttt,56,95,69,145
18,wh,44,68,61,118
18,bt,41,67,50,145
18,ew,51,64,63,102
18,ew,60,84,79,144
18,ew,35,44,41,80
18,ew,50,64,66,114
18,wh,42,59,54,98
18,wh,44,61,53,108
18,ew,47,61,57,136
18,wh,50,62,59,97
18,wh,63,86,81,121
18,bt,44,71,57,138
18,ew,52,69,62,150
18,ew,55,76,80,121
18,bt,42,66,53,139
18,ew,53,61,57,124
18,ew,57,75,83,112
18,wh,45,68,59,126
18,ew,47,60,62,122
18,wh,55,66,60,112
18,ttt,44,86,58,138
18,ew,45,61,66,105
18,ew,76,99,97,135
18,ew,45,51,47,102
18,ew,59,83,85,149
18,ew,53,54,61,84
18,bt,33,48,39,109
18,bt,42,60,48,131
18,ew,78,108,99,154
18,bt,33,37,32,99
18,ew,52,72,61,140
18,ew,35,45,42,81
18,ew,54,63,60,127
18,wh,53,69,66,98
18,bt,43,71,55,152
18,ew,55,68,68,132
18,bt,39,67,52,151
18,bt,55,73,68,102
18,bt,56,83,75,129
18,wh,50,71,64,120
18,ew,52,51,50,113
18,bt,34,52,43,120
18,bt,44,84,64,142
18,ew,46,74,63,125
18,bt,41,72,56,155
18,ew,48,47,44,80
18,bt,55,85,69,135
18,ew,49,78,77,145
18,ew,63,86,83,148
18,ew,59,79,73,150
18,ew,39,43,41,83
18,bt,36,32,32,69
18,ew,54,76,73,135
18,wh,38,52,43,105
18,bt,11,17,10,8
18,ew,48,58,53,120
18,ew,36,54,49,119
18,wh,38,57,48,120
18,bt,31,54,41,127
18,bt,32,43,35,99
18,ew,41,39,35,103
18,ew,78,102,103,117
18,ew,38,40,34,85
18,bt,36,42,37,103
18,bt,46,69,54,140
18,wh,39,50,41,110
18,bt,28,30,24,60
18,wh,39,49,41,100
18,bt,29,31,24,82
18,bt,38,40,38,85
18,bt,33,36,32,81
18,wh,32,32,30,64
18,bt,34,61,46,130
18,ew,48,58,66,95
18,bt,53,85,85,129
18,wh,41,60,50,141
18,ew,58,93,85,156
18,ew,52,82,77,147
18,bt,65,88,87,121
18,wh,43,63,50,137
18,bt,34,43,35,103
18,ew,52,79,75,121
18,ew,42,67,55,143
18,ew,54,75,67,121
18,wh,42,44,44,36
18,ew,47,52,54,121
18,bt,42,63,52,126
18,ew,28,29,29,51
18,bt,45,63,51,137
18,ew,46,57,58,136
18,bt,49,76,61,123
18,ew,48,80,68,137
18,wh,41,51,47,120
18,ew,59,93,89,162
18,bt,36,61,45,128
18,wh,37,52,43,127
18,bt,49,66,57,125
18,ew,51,59,61,123
18,ew,40,38,42,77
18,ew,37,39,39,88
18,wh,48,78,59,143
18,ew,33,36,32,79
18,bt,54,70,61,134
18,ew,42,44,46,90
18,ew,45,45,39,99
18,wh,65,83,84,127
18,ew,60,84,76,146
18,bt,50,81,65,144
18,ew,60,86,83,159
18,ew,26,17,18,40
18,bt,51,70,58,138
18,bt,36,55,44,117
18,bt,37,45,39,107
18,wh,55,82,73,126
18,bt,37,51,43,126
18,ew,51,64,64,137
18,bt,39,56,49,135
18,bt,30,33,26,98
18,ew,54,67,61,139
18,ew,59,90,80,147
18,wh,48,65,58,107
18,bt,54,76,68,127
18,bt,53,82,68,146
18,ew,39,52,45,116
18,ew,68,78,85,109
18,wh,58,80,77,147
18,bt,45,51,41,101
18,bt,47,66,56,129
18,ew,53,46,51,57
18,wh,52,66,59,111
18,ttt,63,98,87,144
18,ew,106,129,135,133
18,ew,63,83,82,138
18,ew,66,86,81,149
18,ew,66,89,88,125
18,bt,54,78,70,127
18,ew,37,56,49,120
18,wh,51,73,61,118
18,ttt,53,79,70,126
18,wh,35,51,46,106
18,ew,32,30,31,67
18,wh,55,73,68,150
18,ew,43,49,47,3
18,ttt,57,92,79,142
18,ew,58,89,80,152
18,wh,67,88,87,120
18,wh,36,40,31,102
18,bt,50,74,65,137
18,wh,56,55,55,90
18,ew,52,62,58,134
18,ew,43,51,55,87
18,ew,71,86,95,147
18,bt,50,68,60,145
18,ew,39,52,48,125
18,bt,50,64,56,136
18,ew,31,28,28,24
18,ew,48,61,56,128
18,bt,51,75,65,124
18,ew,56,83,80,118
18,wh,41,48,41,102
18,wh,54,76,63,126
18,ew,29,29,25,67
18,ew,55,83,78,150
18,ew,43,44,45,115
18,ew,37,45,48,112
18,ew,37,33,30,79
18,wh,55,73,65,133
18,ew,39,40,37,89
18,ew,48,44,44,114
18,wh,54,67,71,89
18,ew,44,48,49,116
18,ew,53,83,80,148
18,ew,44,52,55,89
18,bt,36,38,36,83
18,ew,57,79,77,136
18,wh,54,75,62,131
18,ew,36,42,37,66
18,ttt,47,81,66,130
18,ew,53,67,68,122
18,ew,39,58,47,88
18,ttt,57,96,84,138
18,ew,80,104,102,159
18,bt,45,63,51,147
18,ew,22,17,13,30
18,bt,37,59,48,150
18,ttt,50,72,60,128
18,bt,45,65,51,129
18,ew,59,89,79,137
18,ew,46,38,42,103
18,ew,36,37,43,72
18,bt,44,67,60,119
18,bt,49,65,55,132
18,ew,36,39,40,97
18,ew,32,25,24,40
18,bt,40,59,47,138
18,ew,47,64,58,125
18,ew,53,62,64,84
18,ew,36,42,35,112
18,bt,46,56,55,62
18,bt,118,149,148,144
18,bt,50,71,63,126
18,bt,59,91,79,156
18,ew,47,71,65,123
18,ew,54,73,74,143
18,bt,47,59,56,89
19,ew,36,49,43,123
19,ew,44,59,55,124
19,ew,44,68,57,117
19,ew,42,51,49,104
19,ew,49,52,55,114
19,ew,44,58,55,95
19,ew,63,71,78,80
19,ew,46,58,54,102
19,ew,61,90,84,150
19,ew,27,29,30,60
19,ew,36,38,35,95
19,ew,47,71,65,136
19,ew,51,71,68,131
19,ew,55,82,85,141
19,ew,47,62,63,116
19,ew,54,78,77,143
19,ew,68,84,87,80
